Unnamed: 0,Date,Headline,Category,TextBlob_Sentiment,VADER_Sentiment,BERT_Sentiment_Label,BERT_Sentiment_Score
2567,03/06/2010,Snow Jobs ,Review & Outlook,0.0,0.0,3,0.26260823011398315
2568,06/21/2011,NLRB Proposals Reactions,Politics,0.0,0.0,2,0.2664743661880493
2569,06/27/2011,Growing Debts of China's Local Governments,Heard on the Street,0.0,0.1779,0,0.3734443485736847
2570,11/02/2009,Pols Still in the Race -- 50 Years Later,Politics,0.0,0.0,4,0.5086785554885864
2571,01/22/2009,Internet Aid Gets Support in House,Politics and Policy,0.0,0.4019,3,0.39616692066192627
2572,04/13/2017,Syria the Will to Act and Intelligence Failure,Letters,-0.31666666666666665,-0.0516,0,0.4417486786842346
2573,08/29/2011,Utilities Scramble to Restore Power,New York,0.0,0.296,0,0.25446996092796326
2574,03/08/2021,Rubio Calls for Rare-Earth Industrial Policy,Letters,0.0,0.0,3,0.2584344744682312
2575,02/18/2016,Pope Says Contraception Can Be Acceptable in Zika-Hit Areas,World,0.0,0.3182,2,0.28686198592185974
2576,02/24/2005,Ad Slump Hurts Martha Stewart Living,Earnings,0.0,-0.4767,0,0.2257780134677887
2577,05/25/2018,Seattle Is Abusing Its Mobile Golden Geese,Letters,0.3,-0.4588,0,0.3535251021385193
2578,03/12/2017,How to Lose Your NCAA Pool in One Day or Less,Sports,-0.16666666666666666,-0.4019,4,0.40993499755859375
2579,07/14/2004,IRS to Fight Morgan Stanley on Tax Credits,Markets Main,0.0,-0.0258,4,0.23723237216472626
2580,12/23/2012,Asian Shares Higher Fiscal News in Focus,Asia Markets,0.125,0.296,2,0.3364483714103699
2581,06/13/2001,Court Freezes OneTel Assets,Tech Center,0.0,0.1531,0,0.4864959716796875
2582,02/01/2007,Stocks May Open Higher,Today's Markets,0.125,0.0,2,0.3999849259853363
2583,02/11/2018,The Iran-Israel War Flares Up,Commentary,0.0,-0.5994,1,0.26764458417892456
2584,10/10/2007,Turbulence Saps Sweetness at Hershey,Media & Marketing,0.0,0.4939,4,0.3422585129737854
2585,04/28/2006,JP Morgan Rises on Rates View,US Stocks,0.0,0.368,1,0.2845443785190582
2586,07/30/2017,Four Activists Challenge Plans to Carve Up DowDuPont,Markets,0.0,0.0772,3,0.47209861874580383
2587,04/09/2015,Ayatollah Casts Doubt on Nuclear Accord,Middle East,0.0,-0.3612,0,0.26959124207496643
2588,12/08/2010,Costco's Profit Rises 17,Earnings,0.0,0.4404,0,0.2696872055530548
2589,03/18/2013,High Court Weighs Voter ID Law,US,0.16,0.0,0,0.27871131896972656
2590,01/17/2013,Recovery Is Visible on Staten Island,New York Region,0.0,0.0,4,0.3391587734222412
2591,02/02/2008,Microsoft Makes Grab for Yahoo,Leader US,0.0,0.0,0,0.36964645981788635
2592,03/25/2005,Coffee Prices Cool Off Again,Commodities,0.35,0.3182,1,0.33416739106178284
2593,07/09/2015,IMF Sees Global Growth as Weakest Since Crisis,Economy,0.0,-0.7003,1,0.2996078431606293
2594,03/01/2020,Sanders and Castro’s ‘Education’ Revolution,Letters,0.0,0.0,4,0.4327518045902252
2595,11/12/2019,Disney Service Makes Debut to Glitches and High Demand,Media & Marketing,0.16,-0.128,4,0.5975892543792725
2596,10/04/1998,Japan Announces Plan to Help Asia,Business and Finance - Asia,0.0,0.4019,3,0.30392420291900635
2597,02/11/2007,Late Filing for Tax Refunds,Ask Dow Jones,-0.3,0.0,0,0.3595260977745056
2598,11/25/2011,Photos of the Day Nov 25,Photos,0.0,0.0,4,0.3516167402267456
2599,10/18/2011,Palladium Prices Likely to Rise,Commodities,0.0,0.0,2,0.3156275451183319
2600,03/15/2016,Ferguson City Council Accepts DOJ Reform Deal,US,0.0,0.3182,3,0.29445818066596985
2601,08/07/2003,Banks Sheltered Billions From Taxes,Leader US,0.0,0.0,4,0.3114373981952667
2602,10/12/2005,Foreign Sites Cater to US Shoppers,Technology,-0.125,0.0,4,0.351703017950058
2603,04/14/2016,Family Splits Over Primary Endorsements,Politics,0.4,0.0,2,0.3017292022705078
2604,02/23/2012,Post Office to Proceed With Closures,US,0.0,0.0,2,0.271758496761322
2605,03/21/2016,Dexus Approaches Takeovers Panel in Battle for Investa Office Fund,Business,0.0,-0.3818,3,0.2982494831085205
2606,08/20/2014,H-P Delivers Fleeting Reward,Tech,0.0,0.5719,4,0.5733561515808105
2607,06/30/2000,CBOT Sues CBOE Over Trading Rights,Money & Investing,0.0,0.0,0,0.46337980031967163
2608,03/25/2003,Asian Markets Finish Mixed,Asia Markets,0.0,0.0,2,0.5345990061759949
2609,11/18/2011,Gupta Defense Wants to Depose Goldman Executives,Business,0.2,0.128,0,0.5870149731636047
2610,08/19/2005,Clear Channel Names Entertainment Chief,Media & Marketing,0.09999999999999999,0.6597,4,0.32649970054626465
2611,06/17/2020,Reopen the Economy More Open Than Ever,Commentary,0.25,0.0,4,0.6447435021400452
2612,08/21/2020,A Mail-Voting Redo in New Jersey,Review & Outlook,0.13636363636363635,0.0,4,0.32172492146492004
2613,08/27/2014,Poor Cities Can Get High Credit Ratings,US,-0.12000000000000001,-0.128,1,0.42627406120300293
2614,06/23/2011,Court Strikes Down Limits on Data Mining of Drug Records,Health,-0.15555555555555556,-0.3612,0,0.415932834148407
2615,04/02/2013,Arrests Affect Many Layers of Politics,New York Politics,0.5,-0.4404,1,0.2605932652950287
2616,11/08/2018,In California Shooting Sheriff’s Sergeant ‘Made the Ultimate Sacrifice’ ,US,0.0,0.0,4,0.6385093331336975
2617,04/24/2019,A Tennessee Education,Review & Outlook,0.0,0.0,3,0.43415746092796326
2618,04/18/2002,RWE Issues 569 Billion Bond,Major Business News,0.0,0.0,0,0.46829360723495483
2619,08/25/2006,Yahoo Stocks Up on Academics,Leader US,0.0,0.0,4,0.32394102215766907
2620,05/06/2020,Sinclair Broadcasting Agrees to Pay Record Penalty to End FCC Probes ,Business,0.0,-0.3818,0,0.4167611300945282
2621,04/09/2008,Chance of BOE Rate Increase Grows,Economy,0.0,0.5106,2,0.4057812988758087
2622,03/10/2015,Southampton Please Feed The Ducks,Tri-State Area,0.0,0.3182,3,0.23640112578868866
2623,10/20/2012,Midwest Jobs Data Shape Electoral Map,Politics,0.0,0.0,3,0.3256540894508362
2624,06/16/2016,Visa MasterCard Plan to Speed Process for Adopting Chip Cards,Markets,0.0,0.0,4,0.4520137310028076
2625,11/10/2002,Sears Credit-Card Debt Downgraded,Major Business News,0.0,-0.3612,0,0.5044535994529724
2626,03/13/2019,The College Admissions Racket,Review & Outlook,0.0,0.0,3,0.3732064664363861
2627,12/02/2005,Consumer Spending Turns Cautious,Economy,0.0,-0.1027,3,0.3621588349342346
2628,02/07/2011,The Rugrat Race,Photos,0.0,0.0,4,0.37117868661880493
2629,03/16/2009,Sports Snapshots,Infogrfx Slide Show,0.0,0.0,4,0.41382843255996704
2630,07/19/2017,Brain-Cancer Type McCain Has Is Extremely Aggressive,US,-0.125,-0.2247,1,0.27794572710990906
2631,10/18/2009,Science Great as It Is Can't Answer Every Question,Letters,0.8,0.6249,4,0.44693195819854736
2632,08/29/2014,Google Drones Lift Industry Hopes,Tech,0.0,0.4215,4,0.3734748363494873
2633,11/21/2009,A Socialite's Style,Photos,0.0,0.0,3,0.36828503012657166
2634,05/29/2000,Softbank Plans to List Subsidiaries,Tech Center,0.0,0.0,2,0.25865185260772705
2635,06/17/2005,Blue Chips Fight Off Crude,Today's Markets,-0.35,-0.743,4,0.2590144872665405
2636,06/09/2011,Pepperand Salt,Photos,0.0,0.0,4,0.2848965525627136
2637,10/08/2005,Skandia Chairman Resigns,European Business News,0.0,-0.3182,0,0.49126654863357544
2638,02/08/2002,Telia Posts Loss Warns on Outlook,Telecommunications,0.0,-0.4019,0,0.40878719091415405
2639,11/28/2018,Hedge Fund Calls for Board Shakeup at Ad Holding Firm MDC Partners,Business,-0.2,-0.1531,0,0.2498718500137329
2640,05/08/2015,Overheard Fitbit Isn’t Racing Apple,Heard on the Street,0.0,0.0,0,0.5806224346160889
2641,04/16/2012,Asia in Pictures,Photos,0.0,0.0,4,0.3586033284664154
2642,11/21/2014,West Mulls Concessions in Iran Nuclear Talks,Middle East,0.0,0.0,0,0.4552558362483978
2643,06/16/2017,The Tangled World of Digital Ads,Slideshow,0.0,0.0,4,0.5583971738815308
2644,09/24/2009,Chavez Plugs Stone Smells Hint of Hope,World News,0.0,0.4404,4,0.2886194586753845
2645,01/27/2007,Mortgage-Default Risks Rattle Investors,Credit Markets,0.0,-0.2732,0,0.48260316252708435
2646,05/14/2007,Hidden Treasures,Infogrfx Slide Show,-0.16666666666666666,0.4215,4,0.6126012206077576
2647,09/27/2016,Nike Revenue and Profit Rise,Business,0.0,0.4404,4,0.5877160429954529
2648,01/20/2013,The Inaugural Inaugural Speech,US,0.0,0.0,4,0.5375654697418213
2649,08/26/2012,Culture Count Tonya Pinkins Tests the Waters,New York Culture,0.0,0.0,3,0.29545706510543823
2650,12/08/2016,US Regulators May Allow Phone Calls During Flights,Business,0.0,0.2263,2,0.3222843110561371
2651,04/14/2004,Telstra's Chairman Resigns,Telecommunications,0.0,-0.3182,0,0.41103097796440125
2652,11/03/2004,MedQuist to Restate Some Earnings,Health,0.0,0.0,1,0.3482459485530853
2653,11/07/2003,Total's Profit Rises Repsol's Net Falls,European Business News,0.0,0.4404,0,0.5013730525970459
2654,09/13/2011,Morgan Stanley Hires Former Fed Economist,Business,0.0,0.0,4,0.2866005003452301
2655,04/29/2009,Strong Earnings Lift Europe's Markets,Europe Markets,0.43333333333333335,0.5106,4,0.6520205140113831
2656,10/02/2002,Gokongwei Drops PLDT Plans,Major Business News,0.0,0.0,0,0.356527715921402
2657,03/26/2007,Defiant Iran May Roil Oil Market More,World News,0.5,-0.2263,0,0.618173360824585
2658,04/05/2011,NFL Players to Square Off in Court,Sports,0.0,0.0,0,0.3723195791244507
2659,03/25/2015,The Bergdahl Desertion,Review & Outlook,0.0,0.0,0,0.29288604855537415
2660,05/10/2007,A Decade of Blair's Words,European Business News,0.0,0.0,4,0.40974849462509155
2661,03/05/2000,Treasury Is Close to Ending Wait for Details on Buybacks,Money & Investing,0.0,0.2023,0,0.41920965909957886
2662,02/08/2007,The Evening Wrap,The Evening Wrap,0.0,0.0,4,0.33563297986984253
2663,10/04/2019,Fed Extends Repo Operations Through Nov 4,Credit Markets,0.0,0.128,4,0.2729107439517975
2664,11/07/2011,Oil Ends at 3-Month High,Markets,0.16,0.0,0,0.4255455732345581
2665,07/20/2005,Wal-Mart Tries to Establish Bank Again,Markets Main,-0.1,0.0,4,0.33266282081604004
2666,03/11/2011,Crude Ends Lower,Commodities,-0.7,-0.7096,2,0.35367920994758606
2667,08/13/2005,The 'Right to Question',Opinion,0.2857142857142857,0.0,4,0.3374340534210205
2668,11/05/2007,Sotheby's Impressionist and Modern Art,Infogrfx Slide Show,0.2,0.25,4,0.34952789545059204
2669,09/10/2009,USC Brings Hollywood to Ohio,Sports,0.0,0.0,4,0.35882270336151123
2670,12/29/2014,Southwestern Energy Plans Capital Spending Increase in 2015,Business,0.0,0.5267,3,0.3603893220424652
2671,07/22/2012,Whiskey and Relics at Brooklyn Distillery,Photos,0.0,0.0,4,0.45233574509620667
2672,02/11/2018,White House Says Democratic Memo Likely to Be Released if Changes Made ,Politics,0.0,0.0,2,0.28952234983444214
2673,07/01/2005,Glaxo to Launch 5 Major Vaccines,Health,0.0625,0.0,4,0.5389775037765503
2674,01/17/2000,Focus of German Political Scandal Awaits Extradition From Canada,Major Business News,0.0,-0.3818,0,0.4316820502281189
2675,10/20/2017,Suicide-Bomb Attacks Target Two Afghan Mosques ,Asia,0.0,-0.4404,0,0.7187548875808716
2676,12/09/2000,Recession Ahead Maybe Not,Extra,0.0,-0.4215,1,0.3343641459941864
2677,08/30/2015,At Least 11 Die in Saudi Arabia Fire,Middle East,-0.3,-0.743,0,0.7668452858924866
2678,10/30/2011,Two Mileage Rates for 2011,Ask Dow Jones,0.0,0.0,2,0.2834959328174591
2679,03/24/2013,One Man's Memoir of 911 Becomes Another's Symphony,New York Culture,0.0,0.0,4,0.39138591289520264
2680,07/27/2005,Investment Growth Helps T Rowe Net,Earnings,0.0,0.6369,4,0.4306160807609558
2681,04/25/2018,German Music Award Canceled Amid Anti-Semitism Controversy ,Europe,0.0,0.5423,0,0.5247868895530701
2682,08/17/2014,The Pope's North Korea Plea,World,0.0,0.0,4,0.30009225010871887
2683,05/15/2019,US Suspends Commercial Passenger Cargo Flights to and From Venezuela,Politics,0.0,0.0,0,0.5537348389625549
2684,06/26/2019,Carl Icahn Seeks to Replace Four Occidental Directors ,Business,0.0,0.0,3,0.3384382128715515
2685,08/29/2015,Antigovernment Demonstrations Hit the Streets of Malaysia,Slideshow,0.0,0.0,0,0.334805965423584
2686,05/24/2014,Manulife Financial to Re-Enter Mynamar,Business,0.0,0.0,0,0.39767986536026
2687,09/16/2018,Taxify Rides Motorbikes to Lead Over Uber in Africa,Tech,0.0,0.0,4,0.4862304925918579
2688,11/16/2006,Delta Offer Spurs Airline Shares,US Stocks,0.0,0.296,4,0.32365086674690247
2689,04/25/2011,London Prepares for Royal Wedding,Photos,0.0,0.0,3,0.42555490136146545
2690,10/02/2019,Saudis Struggle to Turn Page on Khashoggi Killing a Year Later,Middle East,0.0,-0.7717,0,0.3972461521625519
2691,03/23/2016,Brussels Attacks Fuel Push to Close Off Militant Route,Europe,0.0,-0.4404,0,0.6125950813293457
2692,09/26/2006,Photos Dual Identities,Infogrfx Slide Show,0.0,0.0,3,0.2561294734477997
2693,03/27/2012,With Battles Over State Budget Set ,New York Politics,0.0,-0.3818,2,0.3196489214897156
2694,06/04/2003,Treasury Prices Sharply Increase,Credit Markets,-0.125,0.4767,1,0.34971243143081665
2695,06/22/2002,Merrill Acts in ImClone Probe,Major Business News,0.0,0.0,3,0.32551005482673645
2696,11/21/2010,Cardinals Meet in Rome,Photos,0.0,0.0,4,0.4649943709373474
2697,12/06/2016,Severe Winter Storm Hits Remaining Dakota Pipeline Protesters ,US,0.0,-0.5423,0,0.6163800954818726
2698,03/03/2000,News Helicopter Kills 2,World-Wide,0.0,-0.5423,0,0.6157760620117188
2699,04/07/2021,Woman Versus the Union Machine,Review & Outlook,0.0,0.0,0,0.2500673532485962
2700,06/05/2003,Scalix Receives 132 Million,Today's Ventures,0.0,0.0,0,0.3867010176181793
2701,10/03/1999,Try Thinking Small With Growth Funds,Tip of the Week,-0.25,0.3818,2,0.32539936900138855
2702,10/04/2013,Senate Foes Go on Attack in NJ Debate,New York Politics,0.0,-0.7269,0,0.22119495272636414
2703,09/15/1999,Novartis May Spin Off Agrochemical Unit,Business and Finance - Europe,0.0,0.0,1,0.30214452743530273
2704,04/16/2011,Afghan Taliban Kill Police Chief,Asia,0.0,-0.6908,0,0.4542199671268463
2705,04/26/2015,Drug Companies Jack Up Prices,Health,0.0,0.0,4,0.27817410230636597
2706,12/10/2011,Questions on Who Planned Afghan Blast,World News,0.0,0.0,0,0.2687544822692871
2707,05/04/2021,Biden Wants Higher Taxes Than China’s,Commentary,0.225,0.0,0,0.332355260848999
2708,01/14/2020,Cory Booker Goes Down Fighting,Commentary,-0.15555555555555556,-0.3612,2,0.2247563749551773
2709,09/04/2017,Another Top Court Rules Against Guatemalan President Morales,World,0.5,0.2023,4,0.39845412969589233
2710,11/29/2020,How to Stop the Paris Climate Accord,Commentary,0.0,-0.296,4,0.3480364978313446
2711,08/04/2017,Newton the Faithful,Bookshelf,0.0,0.4404,4,0.6286458969116211
2712,01/28/2012,Roommate Not Wanted,Bookshelf,0.0,0.0,0,0.4774814546108246
2713,01/10/2001,Nasdaq Gains 34 As Market Recovers In Choppy Trading,Today's Markets,-0.2,0.34,0,0.523883581161499
2714,05/15/2011,Diageo Pushes Whiskey in China,Asia Business,0.0,0.0,0,0.2676984369754791
2715,02/04/2009,India's Exports Likely to Shrink,Business,0.0,0.0,1,0.34261390566825867
2716,04/10/2000,European Commission Clears Deal,Business and Finance - Europe,0.0,0.0772,3,0.34145253896713257
2717,06/11/2004,New California Bond Sale Is Planned,Credit Markets,0.13636363636363635,0.0,3,0.28219524025917053
2718,08/28/2012,Speaker Admits Mistake,New York Politics,0.0,-0.0516,0,0.6976059079170227
2719,07/02/2014,Hudson Becomes Valley of the Art Galleries,New York Culture,0.0,0.0,4,0.44210168719291687
2720,11/28/2017,Supreme Court to Weigh Warrantless Cellphone Data Searches ,US,0.0,0.5574,0,0.6314936876296997
2721,12/17/2018,Russians Took Aim at Black Voters in 2016 to Boost Trump,Politics,-0.16666666666666666,0.4019,0,0.2993561029434204
2722,02/03/2015,Corporate Watch News Digest,Business,0.0,0.0,4,0.31471019983291626
2723,05/23/2007,Fremont General Sells Unit,Deals & Deal Makers,0.05000000000000002,0.0,0,0.2730664312839508
2724,10/19/2011,Jameson Moves to Thwart Foreclosure,Markets,0.0,-0.128,2,0.2306908816099167
2725,12/27/2020,Russia’s Skating Dynasty Meets Its Toughest Challenger Coronavirus,Sports,0.0,0.0516,4,0.6203188896179199
2726,08/26/2015,Blackstone Shows No Fear of Chinese Volatility,Markets,0.0,0.3875,4,0.3525628447532654
2727,12/26/2010,Shorts,Media & Marketing,0.0,0.0,2,0.35297319293022156
2728,01/26/2001,The Finicky Traveler A Tale of Two Four Seasons,Major Business News,0.0,0.0,3,0.4498322308063507
2729,02/22/2016,AngloGold Ashanti’s Widening Net Loss Beats Forecasts,Business,0.0,-0.3182,2,0.26553046703338623
2730,02/26/2008,The Rise of the 'Citizen Paparazzi',Media & Marketing,0.0,0.0,4,0.41253167390823364
2731,12/30/2000,Daewoo Motors to Lay Off Workers,Business and Finance - Asia,0.0,0.0,0,0.24351511895656586
2732,11/07/2000,Sephoracom Buys Assets of Evecom,Tech Center,0.0,0.1779,4,0.291451096534729
2733,10/28/2011,Gold Prices Ease,Commodities,0.0,0.3612,4,0.27706944942474365
2734,10/21/2013,De Blasio Bristles on Crime,New York Politics,0.0,-0.5423,0,0.2538608908653259
2735,04/05/2018,Paradises Lost Tourist Crush Closes Down Idyllic Southeast Asia Islands,Asia,-0.15555555555555556,-0.4404,4,0.27074548602104187
2736,05/12/2008,Another Asian Disaster,The Afternoon Report,0.0,-0.6249,0,0.7392841577529907
2737,05/20/2006,Lookahead Heal Thyself,Economy,0.0,0.0,4,0.5500863790512085
2738,08/05/2015,GoDaddy’s Sales Jump 17,Tech,0.0,0.0,0,0.25177788734436035
2739,08/15/2006,PepsiCo Names Nooyi as New CEO,Media & Marketing,0.13636363636363635,0.0,4,0.35738909244537354
2740,04/04/2015,ISIS Seizes Most of Syria Refugee Camp,Middle East,0.5,0.0,0,0.34826281666755676
2741,03/27/2005,Looking at Social Security Taxes,Ask Dow Jones,0.03333333333333333,0.34,2,0.23387755453586578
2742,11/05/2007,Veto Threats Loom Over Farm Bill,Politics and Policy,0.0,-0.5719,0,0.49465909600257874
2743,02/03/2020,Taxi Regulator Nominee Vows to Help Struggling New York City Drivers,Politics,0.13636363636363635,-0.0258,3,0.3041367828845978
2744,05/21/2021,US Will Provide Covid-19 Vaccines to 550000 South Korean Troops Engaged With US Forces ,Politics,0.0,0.4019,3,0.27030113339424133
2745,08/19/1999,CBOE Move Prompts Change at Exchanges,Money & Investing,0.0,0.0,3,0.3391250669956207
2746,02/22/2011,Reagan Firings Signaled End to Strike Era ,US,0.0,-0.128,0,0.32510891556739807
2747,04/06/2009,Dow Falls 42 With Earnings on Tap,Today's Markets,0.0,0.0,0,0.31654679775238037
2748,05/31/2017,Waivers Let 16 White House Officials Work on Issues They Handled in Private Sector ,Politics,0.0,0.0,0,0.32580330967903137
2749,12/06/2016,New York Expands Transgender Health Care ,Tri-State Area,0.13636363636363635,0.5574,4,0.48765912652015686
2750,12/22/2011,Republican Race Heats Up,Photos,0.0,0.0,3,0.3704044222831726
2751,06/28/2013,A Young and British Party by George,New York Culture,0.05,0.4019,3,0.3567018210887909
2752,09/18/2010,Obama Warns on Attack Ads,Politics,0.0,-0.5423,0,0.3662383258342743
2753,12/30/2018,Old Acquaintances Help Us Remember History,Commentary,0.1,0.4019,4,0.457068532705307
2754,04/10/2020,Treasury to Provide Small Airlines Aid Without Taking Financial Stake,US,-0.125,0.2023,0,0.31213247776031494
2755,03/07/2020,Trump Bolsonaro Discuss Venezuela and Trade,Politics,0.0,0.0,4,0.32499799132347107
2756,02/27/2019,AT&T Weighs Combining HBO Turner Units ,Business,0.0,0.0,4,0.4978405833244324
2757,01/25/2007,Abbott Labs Posts Loss Amid Kos Charge,Health,0.0,-0.3182,0,0.4001222848892212
2758,08/15/2012,AMR Can't Scrap Pilots' Contracts,Business,0.0,0.0,0,0.3755454123020172
2759,04/20/2001,David Pecker Seeks Plan for Tabloids,Major Business News,0.0,0.0,3,0.2964194715023041
2760,09/14/2006,Home Mortgage Rates Decline,US Business News,0.0,0.0,1,0.3425031304359436
2761,10/23/2020,Final Presidential Debate Draws 63 Million TV Viewers,Media & Marketing,0.0,0.0,4,0.39166513085365295
2762,10/16/2003,Strix Systems Picks Up 15 Million,Today's Ventures,0.0,0.0,4,0.3205771744251251
2763,04/25/2014,Judge Orders Philadelphia Newspaper Ownership Group to Dissolve,Business,0.0,0.0,0,0.5402581095695496
2764,12/14/2013,Newtown Marks Anniversary in Private,New York,0.0,0.0,4,0.6183621883392334
2765,01/01/2014,Spartans Big Ten Win Last Granddaddy Before Playoff ,Sports,0.2,0.5859,4,0.4472205936908722
2766,02/10/2004,Sirf Technology Files For IPO ,Technology,0.0,0.0,3,0.3554389178752899
2767,09/25/2015,President Xi Says No Militarization in Disputed Islands,Asia,0.0,-0.5574,0,0.43080422282218933
2768,07/30/2010,Congress Passes Lean Airline Safety Bill,Business,0.0,0.4215,3,0.27021726965904236
2769,07/30/2001,Stocks End Slightly Lower,Money & Investing,-0.16666666666666666,-0.228,2,0.45163679122924805
2770,01/07/2013,Mexico Sells 15 Billion Bond,Credit Markets,0.0,0.0,0,0.5540024638175964
2771,12/20/2006,Companies Strive to Find Stars for Raises,US Business News,0.0,0.0,3,0.40758198499679565
2772,01/27/2009,Holder Wins Specter's Support,Politics and Policy,0.3,0.7506,4,0.3542806804180145
2773,07/21/2002,Finding the Right Broker,Major Business News,0.2857142857142857,0.0,4,0.553038477897644
2774,05/12/2005,Icahn Wins Blockbuster Vote,Media & Marketing,0.3,0.8225,0,0.3107339143753052
2775,04/17/2006,Some Technicians Predict a Pullback for Stocks,US Stocks,0.0,0.0,2,0.4887428879737854
2776,05/20/2004,Sirius Partners With EchoStar,Telecommunications,0.0,0.0,4,0.47329169511795044
2777,11/03/2016,Wells Fargo in Talks With Prosecutors Over Potential Mortgage Abuses ,Markets,0.0,-0.3818,3,0.3258345425128937
2778,04/26/2004,Xerox Posts First-Period Profit,Earnings,0.0,0.4404,4,0.4102516770362854
2779,12/18/2000,Buyback Binge Now Creates Hangover,Heard on the Street,0.0,0.2732,0,0.7403944134712219
2780,01/29/2010,Snow Day for Central US,Photos,0.0,0.0,3,0.35663992166519165
2781,07/02/2018,Tesla’s Engineering Chief Is Out ,Tech,0.0,0.0,0,0.3557537794113159
2782,04/08/2014,NYPD Looks for a Fire Policy,New York Region,0.0,-0.34,3,0.3061595857143402
2783,01/24/2002,Greenspan's Testimony Lifts Dollar,Foreign Exchange,0.0,0.0,0,0.5360004305839539
2784,08/15/2015,Iran Submits Information on Past Nuclear Work to UN,World,-0.25,0.0,3,0.24087323248386383
2785,07/19/2012,Social Network Aims to Capture Movers and Shakers,New York Culture,0.03333333333333333,0.0772,3,0.3922182321548462
2786,08/16/2006,Matsushita May Close Some Plants,Technology,0.0,0.0,2,0.4311073422431946
2787,01/03/2013,In Turkey Bank Bonds Lure Foreign Investors,Credit Markets,-0.125,0.0,0,0.4990423321723938
2788,11/14/2018,Global Economy Shows Strain as US Steams Ahead,Economy,0.0,-0.0516,1,0.3722509741783142
2789,09/02/2017,Venezuela Bars Opposition Activist From Traveling to Europe,Latin America,0.0,0.0,0,0.7914093732833862
2790,06/22/2019,Oregon Capitol Closed After Threats From Militia Groups ,US,-0.1,-0.4215,0,0.5099419951438904
2791,11/30/2003,If You Cling to the Past It'll Cost You,Getting Going,-0.25,0.0,2,0.3493936061859131
2792,06/12/2002,Alliance Capital Buys WorldCom Stake,Technology,0.0,0.0,4,0.38053563237190247
2793,03/13/2005,How Safe Is It to E-File Your Taxes,Ask Dow Jones,0.5,0.4404,4,0.4864685833454132
2794,05/05/2002,Buffett Says Reinsurance Unit is Recovering,Major Business News,0.0,0.0,0,0.38224756717681885
2795,08/28/2017,Congress Has Exposed Patients’ DNA to Prying Eyes,Commentary,0.0,-0.0772,0,0.44183847308158875
2796,08/09/2008,Oil Drops on Stronger Dollar,Commodities,0.0,0.3818,1,0.35886240005493164
2797,04/30/2006,The Quotable Intellectual,World News,0.3,0.5106,4,0.35188189148902893
2798,08/24/2018,US to Slash Over 200 Million in Palestinian Aid ,Politics,0.0,-0.2732,0,0.6502037048339844
2799,02/20/2015,Graham Bets on Military Résumé for 2016,Politics,-0.1,0.0,3,0.3507944643497467
2800,01/15/2002,Handspring's Loss Widens,Tech Center,0.0,-0.3182,1,0.3431539833545685
2801,07/25/2013,Weaker Yen Lifts Nissan's Profit ,Asia Business,0.0,0.0,1,0.4393886625766754
2802,06/17/2010,Gammon Gold Citizens South Banking Biggest Price Decliners GRS CSBC,Markets,0.0,0.0,4,0.49235379695892334
2803,06/01/2001,DuPont Anticipates Additional Job Cuts,Major Business News,0.0,-0.296,2,0.2761799991130829
2804,03/18/2013,Syria Strife Spills Over Into Lebanon,Middle East,0.0,0.0,0,0.45987468957901
2805,04/25/2009,Dollar Skids to Multiweek Lows,Foreign Exchange,0.0,-0.2023,0,0.44914939999580383
2806,01/05/2015,India Approves Frequency Auction Prices,Asia,0.0,0.4019,4,0.305406391620636
2807,05/03/2010,Alcon Stanley Black & Decker Money Flow Leaders ACL SWK,Markets,-0.16666666666666666,0.0,4,0.554773211479187
2808,09/24/2008,Coke Targets Emerging Markets,Business,0.0,0.0,4,0.3380492925643921
2809,06/17/2021,Covid Didn’t Start the Mental-Health Crisis,Commentary,0.0,-0.6249,0,0.43201106786727905
2810,02/05/2005,CIA Officers Avoid Charges in Plane Downing ,World News,0.0,-0.5106,0,0.5436782836914062
2811,01/02/2018,Dollar Weakens on Uncertainty Over Pace of Rate Rises,Foreign Exchange,0.0,-0.5719,1,0.4174666702747345
2812,02/21/2002,Auditor Independence,Major Business News,0.0,0.0,4,0.36126601696014404
2813,03/07/2009,Peanut Firms Address Safety Concerns,Business,0.0,0.4215,3,0.36397287249565125
2814,10/06/2008,US Plans Taiwan Arms Sale,Politics and Policy,0.0,0.0,3,0.23509481549263
2815,11/11/2000,ICanBuycom Runs Out of Cash,Tech Center,0.0,0.0,0,0.7142050862312317
2816,06/22/2018,Books Born of Books,Bookshelf,0.0,0.0,4,0.39710959792137146
2817,10/20/2012,Palestinian Voter Turnout Is 55,Middle East,0.0,0.0,0,0.4095189869403839
2818,06/14/2019,Equity for Baseball Players Would Be a Major Error,Letters,0.0625,-0.4576,2,0.3489605188369751
2819,06/23/2010,Elevating the Grilled Cheese,Photos,0.0,0.0,4,0.4618908762931824
2820,12/13/2020,Sizzling Tech IPO Market Leaves Investors Befuddled ,Business,0.0,0.0,0,0.4434485137462616
2821,12/17/2018,‘Seven Types of Atheism’ Review Better Off Without Him,Bookshelf,0.5,0.4404,0,0.4440763592720032
2822,11/30/2015,Unusual Allies in Carbon-Tax Debate,Business,0.2,0.0,3,0.3831365704536438
2823,05/11/2014,Cuomo's Girlfriend Got State Help With Permits,New York Politics,0.0,0.4019,3,0.2828840911388397
2824,04/09/2015,Russia’s Next Target,Review & Outlook,0.0,0.0,4,0.4036438763141632
